id,production_companies
9425,Impact Pictures
9425,Jerry Weintraub Productions
9425,Warner Bros.
9425,Morgan Creek Productions
6058,Interlight
9844,NO_DATA
37636,October Films
37636,Antidote Films (I)
37636,391 Productions
8583,Bedford Falls Productions
8583,Regency Enterprises
8583,Warner Bros.
8583,Arnon Milchan Productions
39345,Saban Entertainment
39345,20th Century Fox Home Entertainment
39345,The Harvey Entertainment Company
36136,Chinese Bookie Pictures
30949,Castle Rock Entertainment
30949,Columbia Pictures Corporation
30949,Rialto Films
30949,Code Entertainment
31473,Universal Pictures
14557,Paramount Pictures
14557,MTV Films
50942,MGM Television
50942,Trilogy Entertainment Group
50942,Hallmark Entertainment
9771,Warner Bros.
9771,Morgan Creek Productions
9452,20th Century Fox
14444,Nickelodeon Movies
14444,Paramount Animation
12488,Island Pictures
12488,Enchanter Entertainment
35680,TriStar Pictures
13151,Warner Bros.
13151,Hanna Barbera Production
17915,Columbia Pictures
17915,Mandalay Entertainment
8129,Channel Four Films
8129,Arte
8129,Diaphana Films
8129,The Glasgow Film Fund
8129,Parallax Pictures
10616,China Star Entertainment
10616,Win's Entertainment Ltd.
10616,Flea Market
12538,Dimension Films
17941,TriStar Pictures
9464,NO_DATA
9490,Universal Pictures
1448,Film Foundry Partners
1448,Zenith Productions
22318,JD Productions
22318,Artisan Entertainment
3033,Lions Gate Films
3033,Flashpoint (I)
3033,Showtime Networks
22256,Cruise/Wagner Productions
22256,Warner Bros.
4975,NO_DATA
9835,Tapestry Films
9835,Touchstone Pictures
21661,Dimension Films
16148,Castle Rock Entertainment
16148,Columbia Pictures Corporation
16148,Manifest Film Company
27850,Just Singer Entertainment
10940,Babylonian Productions
10940,Turner Network Television (TNT)
19154,Rootbeer Films
19154,Taurus 7 Film Corporation
24746,HSX Films
12888,Artisan Entertainment
11660,Syncopy
11660,Next Wave Films
10278,Propaganda Films
10278,PolyGram Filmed Entertainment
10278,Tetragram
16365,Amen Ra Films
16365,New Star Media Inc.
15162,IAC Film
15162,Channel 4 Television Corporation
15162,Projector Productions
10593,Cine 2000
10593,Medusa Film
4927,TLA Releasing
37498,TriStar Pictures
37498,Film Workshop
37498,MDP Worldwide
37498,Knock Films A.V.V.
37498,Val D'Oro Entertainment
10162,Fox Searchlight Pictures
10162,Canal+
10162,Tomboy Films
21736,MacGillivray Freeman Films
21736,IMAX
21736,Arcturus Motion Pictures
21736,Polartec
14577,Robert Simonds Productions
14577,Metro-Goldwyn-Mayer (MGM)
24525,FilmColony
19381,NO_DATA
12257,Warner Bros.
12257,Baltimore Pictures
12257,Kasdan Pictures
11855,Polar Entertainment
45242,Warner Bros. Entertainment
45242,Warner Home Video
38017,NO_DATA
27791,Shooting Gallery
27791,Snider Than Thou Productions Inc.
12229,NO_DATA
17127,20th Century Fox
11603,Haft Entertainment
11603,Hallmark Entertainment
11603,Cambria Productions
66892,NO_DATA
47881,Columbia Pictures
47881,Castle Rock Entertainment
33271,NO_DATA
42807,Twentieth Century Fox Film Corporation
42807,Detour Filmproduction
33644,Twentieth Century Fox Film Corporation
1618,Columbia Pictures Corporation
1618,The Greenlight Fund
1618,Marmot Tandy Productions
27472,Paramount Pictures
8545,Miramax Films
31220,Touchstone Pictures
15043,Brink Productions
36606,NO_DATA
20546,NO_DATA
23319,NO_DATA
13907,Strength Ltd.
44625,Trimark Pictures
44625,Trimark
14342,DiNovi Pictures
14342,Turner Pictures (I)
24584,NO_DATA
26618,Intermedia Films
26618,IMF Internationale Medien und Film GmbH & Co. 2. Produktions KG
26618,Fade In Films
14662,Fox Searchlight Pictures
25751,Blue Rider Pictures
24269,Hallmark Entertainment
24269,De Passe Entertainment
32302,TriStar Pictures
32302,Leeds/Ben-Ami Productions
32302,Sheen Productions
17074,DC Comics
17074,Warner Bros. Television
17074,Warner Bros. Animation
36568,DreamWorks SKG
36568,Mutual Film Company
17263,Trilogy Entertainment Group
17263,Motion International
17263,Goodbros. Pictures Entertainment
56195,Warner Bros.
31622,NO_DATA
21430,Quadra Entertainment
21430,Edward R. Pressman Film
16129,Cineplex
51216,NO_DATA
10144,Walt Disney Pictures
89,Lucasfilm
89,Paramount Pictures
639,Castle Rock Entertainment
639,Nelson Entertainment
268,PolyGram Filmed Entertainment
268,The Guber-Peters Company
268,Warner Bros.
165,Universal Pictures
165,Amblin Entertainment
165,U-Drive Productions
207,Touchstone Pictures
207,Silver Screen Partners IV
2978,Columbia Pictures Corporation
709,Eon Productions
5825,Warner Bros.
9665,TriStar Pictures
9665,Freddie Fields Productions
2756,Twentieth Century Fox Film Corporation
2756,Lightstorm Entertainment
2756,Pacific Western
942,Silver Pictures
942,Warner Bros.
9618,The Guber-Peters Company
9618,Warner Bros.
1648,Orion Pictures
9494,TriStar Pictures
9494,Management Company Entertainment Group (MCEG)
9354,Buena Vista
172,Paramount Pictures
10222,Kings Road Entertainment
10160,New Line Cinema
10134,Cannon Group
10134,Golan-Globus
11974,Imagine Entertainment
8913,Paramount Pictures
10495,Columbia Pictures Corporation
10495,Weintraub International Group
11185,TriStar Pictures
2604,Universal Pictures
2604,Ixtlan
2616,Universal Pictures
2616,Hughes Entertainment
14372,Gordon Company
14372,Filmauro
14372,Metro-Goldwyn-Mayer (MGM)
1412,Miramax Films
1412,Outlaw Productions
1412,Virgin
9942,Paramount Pictures
9942,Mirage Enterprises
5971,Paramount Pictures
8491,Gladden Entertainment
1552,Imagine Entertainment
1552,Universal Pictures
10345,Universal Pictures
10142,Columbia Pictures Corporation
249,20th Century Fox
238751,The Movie Network
9972,TriStar Pictures
9972,Gordon Company
9972,Carolco Pictures
9972,White Eagle
8867,New World Pictures
11718,TriStar Pictures
10283,Paramount Pictures
10283,Sean S. Cunningham Films
10283,Horror Inc.
11352,Universal Pictures
11352,Amblin Entertainment
11352,United Artists
11895,Warner Bros.
10344,Brooksfilms
24739,Hemdale Film
24739,Miracle Mile Productions Inc.
6951,Silver Screen Partners III
6951,Touchstone Pictures
7452,Elsevira
7452,Erbograph Co.
7452,Vendex
14550,Universal Pictures
11497,Goldcrest Films International
11497,Sullivan Bluth Studios
19124,TriStar Pictures
9085,Paramount Pictures
12150,Universal Pictures Corporation
15433,Cosgrove Hall Films
10493,Kennedy Miller Productions
11342,New World Pictures
505,Guber/Peters Company
505,Roven Productions
505,Carolco Pictures
12521,Alive Films
12521,Universal City Studios
12521,Carolco International N.V.
14776,NO_DATA
403,The Zanuck Company
403,Majestic Films International
86962,Columbia Pictures Corporation
86962,Dee Gee Entertainment
86962,Breton Film Productions
86962,21st Century Film Corporation
11562,Orion Pictures
11562,Jack Rollins & Charles H. Joffe Productions
4105,Paramount Pictures
28165,Troma Entertainment
22611,NO_DATA
9686,Touchstone Pictures
5203,Vision P.D.G.
19236,Produzioni Intersound
19236,Productora Fílmica Real
10875,Tobis
10875,Gladden Entertainment
10875,Mirage
10860,TriStar Pictures
10860,Rastar Films
10161,Ferndale Films
10161,Granada Television
10161,Radio Telefís Éireann (RTÉ)
11607,TriStar Pictures
11607,Carolco Pictures
25199,Trans World Entertainment
25199,Metro-Goldwyn-Mayer (MGM)
17819,Warner Bros.
13928,Pixar Animation Studios
3064,TriStar Pictures
28169,Troma Entertainment
925,Universal Pictures
26953,Empire Pictures
26953,Full Moon Entertainment
10705,BBC Films
10705,Samuel Goldwyn Company
10705,Renaissance Films
1779,Warner Bros.
1779,Dog Eat Dog Films
21512,Handistom Investment
21512,Kings Road Entertainment
21512,Kamisha Corporation
31606,Orion Pictures
17362,TriStar Pictures
17362,Crescent Film Enterprises
11305,JVC Entertainment Networks
11305,Mystery Train
19142,Lightyear Entertainment
11937,Weintraub Entertainment Group
11937,Elrina Investment
11361,Trans Pacific Films
2028,Gracie Films
2028,Twentieth Century Fox Film Corporation
15142,Lightning Pictures
15142,Vestron Pictures
27418,Lorimar Film Entertainment
27418,Warner Bros.
8216,WingNut Films
11475,NO_DATA
15618,Empire Pictures
15618,Altar Productions
39787,Kings Road Entertainment
39787,Cineplex-Odeon Films
39787,Sandollar-Schaffel Productions
22102,Columbia Pictures
22102,Weintraub Entertainment Group
4296,Gladden Entertainment
4296,First Millenium Partnership
2323,Universal Studios
11828,Svensk Filmindustri (SF)
11828,Prominent Features
11828,KB Erik the Viking
10135,United Artists
10135,Star Partners II Ltd.
10135,Silver Pictures
14628,Universal Pictures
14628,Vincent Pictures
29185,Touchstone Pictures
2263,TriStar Pictures
2263,Carolco Pictures
31004,Star Partners II Ltd.
31004,Metro-Goldwyn-Mayer (MGM)
31004,A&M Films
16182,Central Films Limited
16182,Granada Television
16182,Capglobe
1380,Twentieth Century Fox Film Corporation
47045,Columbia Pictures
47045,Weintraub Entertainment Group
31608,Touchstone Pictures
31608,Silver Screen Partners IV
34312,Double Helix Films
18111,Wild Street Pictures
37606,Renn Productions
37606,Timothy Burrill Productions
476,Avenue Pictures Productions
183,Universal Pictures
26360,NO_DATA
19157,NO_DATA
24077,Virgin Vision
24077,London Weekend Television (LWT)
24077,Working Title Films
32261,Miramax Films
32261,Palace Pictures
32261,British Screen Productions
11465,Orion Pictures
38695,NO_DATA
11959,Orion Pictures
11959,Metro-Goldwyn-Mayer (MGM)
14621,Warner Bros.
14621,Norman Twain Productions
17190,Sandollar Productions
17190,Touchstone Pictures
20006,Malpaso Productions
20006,Warner Bros. Pictures
300589,Motown Productions
300589,Qintex Entertainment
31583,Metro-Goldwyn-Mayer
31583,Propaganda Films
31583,PolyGram Filmed Entertainment
22244,Society Productions Inc.
22244,Wild Street Pictures
15138,Metro-Goldwyn-Mayer (MGM)
32059,Metro-Goldwyn-Mayer (MGM)
32059,Star Partners III Ltd.
19118,Paramount Pictures
38084,Sean S. Cunningham Films
141859,Anglia Television
20607,Televisión Española (TVE)
11157,Orion Pictures
10551,TriStar Pictures
10551,Gordon Company
10551,Regency International Pictures
10551,The A. Milchan Investment Group
31150,Beyond Infinity
52106,NO_DATA
28774,Allied Vision
28774,The Picture Property Company
28774,Pheasantry Films
30666,Incorporated Television Company (ITC)
30666,Part II Productions
30666,Millimeter Films
20423,Apollo Associates
20423,FAM Productions
10020,Walt Disney Pictures
10020,Walt Disney Animation Studios
10020,Silver Screen Partners IV
280,Lightstorm Entertainment
280,Pacific Western
280,Canal+
280,Carolco Pictures
280,T2 Productions
879,Amblin Entertainment
879,TriStar Pictures
8367,Warner Bros.
8367,Morgan Creek Productions
8010,Lamb Bear Entertainment
1598,Universal Pictures
1598,Amblin Entertainment
1598,Cappa Productions
1598,Tribeca Productions
174,Paramount Pictures
37137,Paramount Pictures
1089,Largo Entertainment
1089,JVC Entertainment Networks
1649,Orion Pictures
1649,Nelson Entertainment
1649,Metro-Goldwyn-Mayer (MGM)
2924,Universal Pictures
2924,Trilogy Entertainment Group
2924,Imagine Films Entertainment
2907,Paramount Pictures
2907,Orion Pictures
2907,Scott Rudin Productions
9292,TriStar Pictures
9292,Silver Pictures
10249,Walt Disney Pictures
1541,Metro-Goldwyn-Mayer (MGM)
10537,Imagine Entertainment
10537,Ixtlan Productions
10537,Carolco Pictures
10537,Bill Graham Films
1497,New Line Cinema
1497,Golden Harvest Company
11933,Warner Bros.
11933,Applied Action
10380,Universal Pictures
10380,Amblin Entertainment
10380,Amblimation
274,Orion Pictures
274,Strong Heart/Demme Production
290,Working Title Films
290,Circle Films
4032,Columbia Pictures
4032,Imagine Entertainment
9079,Twentieth Century Fox Film Corporation
11284,New Line Cinema
468,Fine Line Features
9319,Geffen Pictures
9319,Silver Pictures
9319,Warner Bros.
820,Camelot Productions
820,Canal Plus Group
820,Ixtlan Productions
650,Columbia Pictures Corporation
2453,Metro-Goldwyn-Mayer (MGM)
2453,Krisjair
2453,Laredo
9594,Stone Group Pictures
12627,Canal+
12627,Centre National de la Cinématographie (CNC)
10276,Touchwood Pacific Partners 1
10276,Touchstone Pictures
339,Channel Four Films
339,JVC Entertainment
339,Le Studio Canal+
339,Locus Solus Entertainment
339,Pandora Cinema
11187,Universal Pictures
13122,Universal Pictures
13122,Alive Films
1406,Columbia Pictures
1406,New Line Cinema
1406,Castle Rock Entertainment
9595,Twentieth Century Fox Film Corporation
23438,Walt Disney Pictures
13888,Columbia Pictures Corporation
2107,TriStar Pictures
2107,L.A. Films
2107,Carolco Pictures
1633,Universal Pictures
11384,Universal Pictures
11384,The Badham-Cohen Group
13154,Warner Bros.
7442,Twentieth Century Fox Film Corporation
13697,20th Century Fox
20421,Goldcrest Films International
20421,Sullivan Bluth Studios
10969,NO_DATA
2742,Film Trustees Ltd.
2742,Naked Lunch Productions
2742,Nippon Film Development and Finance Inc.
2742,The Ontario Film Development Corporation
36630,Electric Pictures
20289,The Zanuck Company
20289,Metro-Goldwyn-Mayer (MGM)
6524,Metro-Goldwyn-Mayer (MGM)
11846,Sandollar Productions
11846,Touchstone Pictures
177,TriStar Pictures
24734,Majestic Films International
24734,Trans Pacific Films
11364,Paramount Pictures
15413,Warner Bros. Pictures
15413,Outlaw Productions
15413,HBO Pictures
19200,Orion Pictures
10337,TriStar Pictures
10337,Baltimore Pictures
1496,Universal Pictures
1496,Alive Films
1496,Koppelmann/Bandier-Carnegie Pictures
1496,Capella
14362,Warner Bros.
14362,Arnold Kopelson Productions
14362,Seagal/Nasso Productions
28597,Imagine Entertainment
28597,Universal Pictures
32685,Touchwood Pacific Partners 1
32685,Touchstone Pictures
10750,TriStar Pictures
10750,Island World
30815,Columbia Pictures
10333,Columbia Pictures
21828,Kennedy Miller Productions
1713,Universal Pictures
11504,New Line Cinema
47090,Empire Pictures
47090,Full Moon Entertainment
12186,Geffen Pictures
12186,Warner Bros.
10804,Universal Pictures
11498,Paramount Pictures
44909,Taurus Entertainment Company
44909,Vestron Pictures
20978,Orly Films
20978,DD Productions
20978,Film Par Film
20978,TF1 Films Production
20978,Paravision International S.A.
10379,PolyGram Filmed Entertainment
27769,NO_DATA
25562,Paramount Pictures
15026,NO_DATA
16270,Universal Pictures
16270,Hughes Entertainment
11894,Hughes Entertainment
11894,Warner Bros.
10952,Warner Bros.
10952,"Jackson/McHenry Company,The"
10952,Jacmac Films
41780,Miramax Films
41780,Palace Pictures
12702,New Line Cinema
12702,OH Films
26561,Miramax Films
26561,BBC Films
26561,Greenpoint Films
11890,Touchstone Pictures
11890,Silver Screen Partners IV
11890,Joseph S. Vecchio Entertainment
10174,Miramax Films
10174,Artisan Entertainment
24993,Kings Road Entertainment
20704,Paramount Pictures
17792,FNM Films
17792,Harvey Bernhard Productions
1358,Anglia Television
1358,National Broadcasting Company
1358,Tokyo Broadcasting System (TBS)
19065,Universal Pictures
19065,Silver Lion Films
19065,Sean Daniel Company
18886,Paramount Pictures
3784,Paramount Pictures
22434,Warner Bros. Pictures
6463,Warner Bros.
14904,The Australian Film Commission
14904,Film Victoria
14904,House & Moorhouse Films
11663,Beacon Communications
11663,Beacon Pictures
11663,First Film Company
11663,Dirty Hands Productions
28859,NO_DATA
20096,Paramount Pictures
12647,Touchstone Pictures
41805,Hollywood Pictures
11521,Orion Pictures
21219,Universal Pictures
1483,Theatre Of Material
9585,Pathé Entertainment
4539,American Zoetrope
4539,Cineplex-Odeon Films
17956,Paramount Pictures
11175,NO_DATA
17990,Les Films Ariane
15771,20th Century Fox
15771,Interscope Communications
2071,Palace Pictures
2071,Metro-Goldwyn-Mayer (MGM)
12227,Walt Disney Pictures
12227,Silver Screen Partners IV
12227,Hybrid Productions Inc.
2611,Twentieth Century Fox Film Corporation
2611,Hughes Entertainment
10261,Home Box Office (HBO)
9546,Silver Pictures
9546,Home Box Office (HBO)
9546,Cinema Plus
9546,Indigo Productions
2125,NO_DATA
25330,Twentieth Century Fox Film Corporation
25330,Hughes Entertainment
47647,NO_DATA
14022,NO_DATA
34376,Gladden Entertainment
56321,Iblis Films
30694,Scotti Brothers Pictures (I)
30694,Euro Brothers Pictures
30694,Borde/Raich
26956,Full Moon Entertainment
5048,Allarts
28455,Touchstone Pictures
13644,Paramount Pictures
26291,IRS Media
17474,Metro-Goldwyn-Mayer (MGM)
16820,Orion Pictures
16820,Dodi Fayed - Jack Wiener
11821,Warner Bros.
41791,Channel Four Films
41791,Mirabai Films
14667,Warner Bros.
31544,Twilight Motion Picture Seven Ltd. Partnership
31544,Cannon Pictures
562,Twentieth Century Fox Film Corporation
562,Gordon Company
562,Silver Pictures
2280,Gracie Films
2280,Twentieth Century Fox Film Corporation
2280,American Entertainment Partners II L.P.
37136,Paramount Pictures
13704,20th Century Fox
13704,Davis Entertainment
4011,Geffen Pictures
4011,"Geffen Company, The"
380,United Artists
380,Star Partners II Ltd.
11690,Cannon Films
9602,Paramount Pictures
9602,Eddie Murphy Productions
1370,TriStar Pictures
1370,Carolco Pictures
10651,Malpaso Productions
10651,Warner Bros.
12233,Walt Disney Pictures
12233,Silver Screen Partners III
9493,Universal Pictures
